date,belem,carateua,co_arapiranga,combu,cotijuba,da-barra,da-cintra,das-oncas,grande,jutuba,mirim,mosqueiro,murucutu,paqueta,sao-pedro
2021-11-30,5.326654831078638e-05,5.1592220121986526e-05,5.209546697312782e-05,5.394718733779761e-05,5.361065965701408e-05,6.17052210145698e-05,5.7452442056651624e-05,4.939664366640611e-05,5.176873624206545e-05,6.51915872465319e-05,5.132751411813522e-05,5.018755895573985e-05,4.467065568488573e-05,6.027228462082633e-05,5.420692951875964e-05
2021-12-01,5.0560611520643345e-05,4.488217016764541e-05,5.091547519188162e-05,4.348544565378993e-05,4.528684981266246e-05,5.368370969900106e-05,4.814762457793952e-05,4.930589798696996e-05,4.8026635403849976e-05,4.798203766140406e-05,5.456699225335775e-05,4.083922343028086e-05,4.363029169972393e-05,5.226592422701352e-05,4.62536274802549e-05
2021-12-02,4.746525641270784e-05,5.377701455219352e-05,3.657468109048418e-05,5.068536716416378e-05,3.934411341879563e-05,5.382638908564813e-05,5.1340601739828206e-05,4.67553849829376e-05,4.6576598444611855e-05,4.095428489336281e-05,5.502105705090375e-05,4.799969884510224e-05,4.6699917985533e-05,4.377136443385505e-05,5.104898834631716e-05
2021-12-03,5.095503686741981e-05,4.4542480961988784e-05,5.317220786805086e-05,4.8228217204693535e-05,5.34629620631267e-05,5.49789415278631e-05,5.499445332159278e-05,5.085043279869457e-05,5.275728506336527e-05,5.2266915551026706e-05,4.728587071068196e-05,4.668020929584713e-05,4.713997776069112e-05,5.161383013590363e-05,3.805136215258108e-05
2021-12-04,4.77405115237163e-05,4.47723508304011e-05,4.82756198574053e-05,5.154268115155185e-05,4.92223554555491e-05,5.032651097281459e-05,5.5108151399629346e-05,4.8335875354179e-05,4.802595577769302e-05,4.292169978726154e-05,4.581191217127647e-05,4.585204950574681e-05,5.138273059158415e-05,4.743539936646953e-05,4.595298927207365e-05
2021-12-05,3.95646214152078e-05,4.612334991912474e-05,3.701027690112056e-05,2.082003140599101e-05,3.7380879233564953e-05,4.991201421944974e-05,2.210572365424736e-05,4.008305203474654e-05,3.228945794414977e-05,3.674293543749999e-05,3.9355258016361875e-05,3.931285811879467e-05,2.401299735024487e-05,3.527555756385948e-05,4.4051289470021624e-05
2021-12-06,4.860132506840535e-05,4.141966530973069e-05,5.139556321189426e-05,5.517664201826958e-05,5.063921458788917e-05,4.68597432804098e-05,5.3996695629105455e-05,4.548515782964339e-05,4.5223288160580105e-05,4.360850465002426e-05,5.2310807168258555e-05,4.152340610653025e-05,4.9196514917440325e-05,5.1013103051408316e-05,2.7900185154646142e-05
2021-12-07,4.7265329827253815e-05,4.693942619112061e-05,4.749725888858626e-05,4.8494398907387964e-05,4.311638743452523e-05,4.878349847516734e-05,4.684564713703703e-05,5.0130659475745113e-05,5.455380922727602e-05,4.6965754608718965e-05,5.054772901526338e-05,4.720206466555515e-05,5.375443603410898e-05,4.986394665682058e-05,4.2772489302208576e-05
2021-12-08,4.709954692509198e-05,3.614709624666216e-05,4.489812056857276e-05,3.8109433083132376e-05,2.5223651364730872e-05,5.554440075504516e-05,3.8013050116086076e-05,4.5856811354727174e-05,4.6660285120472924e-05,3.651573563354959e-05,4.7070126017489306e-05,3.682120689039023e-05,4.029723243919373e-05,3.674883363926529e-05,3.420611931644791e-05
2021-12-09,4.884237154023362e-05,4.7607425218262877e-05,4.989344108931638e-05,4.081144076423151e-05,4.788934266802602e-05,4.915188786616985e-05,4.074179014424106e-05,4.5533881569646655e-05,4.1921278178348094e-05,4.35149935197793e-05,4.637613914517141e-05,3.641162206790541e-05,4.186738969625991e-05,4.345365850617798e-05,4.822224486193452e-05
2021-12-10,5.474560184237668e-05,4.769873703109631e-05,5.3573518404929976e-05,3.159913250839353e-05,4.973884622179823e-05,5.042701377533932e-05,3.631420407674535e-05,5.0646822398934715e-05,4.474146438237744e-05,5.5906315537873685e-05,4.6890862795001385e-05,4.421706100400866e-05,4.391617762972426e-05,5.354632617446013e-05,4.816469625183782e-05
2021-12-11,4.60582592993282e-05,4.956537237602184e-05,5.416321593165955e-05,4.917231165797117e-05,5.215725288286536e-05,5.588207548040198e-05,5.8445659044598314e-05,4.734879522943686e-05,4.65693822581513e-05,5.160454799250811e-05,3.941525531457897e-05,4.4221611527774365e-05,4.48911770702099e-05,4.3101418458435633e-05,4.455559065864014e-05
2021-12-12,4.063519807025623e-05,4.647305288334092e-05,4.69753572898596e-05,3.9866565959847964e-05,3.944697687991833e-05,4.4589488464381264e-05,4.26163627596648e-05,4.708059536087876e-05,3.777818974645233e-05,4.822145765326834e-05,4.7458299951911174e-05,4.178770960452796e-05,3.314706308689961e-05,5.007163460425953e-05,4.2407667852087376e-05
2021-12-13,4.038979941697301e-05,3.640260286291977e-05,4.4737521698380766e-05,4.903279522167791e-05,6.198419876350112e-05,3.599519778968401e-05,4.993083987317384e-05,4.200679061141787e-05,4.290212498982066e-05,4.669248598528655e-05,4.3522603646636537e-05,4.642784358093932e-05,4.302264939741879e-05,4.618801495428509e-05,3.903146865315994e-05
2021-12-14,4.992384649488433e-05,5.0697191733475856e-05,5.334993065375442e-05,5.0170327773645684e-05,5.337003121805383e-05,5.624297052621259e-05,5.321203328971469e-05,4.68186876620449e-05,5.0491972498420966e-05,5.115705616791152e-05,5.5898920124190354e-05,4.94417878047004e-05,4.282648458987921e-05,5.638487907081561e-05,6.996377925739853e-05
2021-12-15,5.117314899806494e-05,6.709332614110229e-05,5.821220226876451e-05,5.12565913847707e-05,5.584169167100266e-05,5.3532230474002007e-05,4.514426181498394e-05,5.120458409895857e-05,4.489673939517761e-05,4.9908161599892536e-05,5.236323906707346e-05,5.5750445711114175e-05,4.762145596519757e-05,5.148066110784166e-05,0.00010089608986163712
2021-12-16,5.872417305823055e-05,4.754401762748972e-05,5.088989854253918e-05,4.468952281242292e-05,5.072440581335986e-05,5.815850285347626e-05,4.5806730369243425e-05,5.3963429679677816e-05,5.2464660683371426e-05,4.749549883424634e-05,4.97500218391668e-05,4.6274400340501084e-05,5.011726697565189e-05,5.167071331562312e-05,3.9049255906313384e-05
2021-12-17,4.708404431765512e-05,4.395765769060955e-05,4.794929286726391e-05,4.353244987442624e-05,3.767134104845339e-05,4.305623528867227e-05,4.780344073280039e-05,4.373610128422239e-05,4.175332282442454e-05,4.069750770843012e-05,4.616127085015598e-05,4.4884450956637733e-05,4.018083107802458e-05,4.40567122976188e-05,4.366221653003264e-05
2021-12-18,5.123084382817194e-05,4.0470625062084574e-05,6.319224428644494e-05,3.764212726207818e-05,5.3611897128135166e-05,4.219926287207206e-05,3.800139535094528e-05,4.680374963100983e-05,4.76381402103272e-05,6.829181419864823e-05,3.9413296641659563e-05,4.400597106802468e-05,4.600213305846257e-05,6.173690078060983e-05,4.4253607062781443e-05
2021-12-19,4.358678569235608e-05,4.06321438141727e-05,4.343997981801371e-05,4.9169725070089835e-05,4.711965873249744e-05,4.9617989414218805e-05,4.858170789149709e-05,4.649920958471766e-05,4.93277679291372e-05,4.862685297957177e-05,4.596995859173702e-05,4.817695932009863e-05,4.913543940544329e-05,4.5683876701654235e-05,4.623725824309881e-05
2021-12-20,5.23543021407633e-05,4.679600520687652e-05,4.240024844213823e-05,4.805789491106031e-05,4.351520039685536e-05,4.986480780644891e-05,4.830170679951344e-05,5.0783669146135526e-05,4.685161030377278e-05,4.4688974499144394e-05,4.0209495195087424e-05,4.367790507158625e-05,4.699853399053433e-05,4.3781121223688185e-05,4.175408863338917e-05
2021-12-21,4.693408991135429e-05,5.3664112405895816e-05,4.6853718257631926e-05,4.563404399038674e-05,6.378667927243552e-05,5.6809225187575975e-05,4.8878376552431294e-05,4.8834648957085444e-05,4.0408385325967826e-05,6.027953319583651e-05,4.7457589971596434e-05,4.755969216391014e-05,4.224949776169507e-05,6.125136683285696e-05,5.102655213945454e-05
2021-12-22,4.329757533809817e-05,3.628636189600465e-05,4.777720516307122e-05,4.1752937942638e-05,4.115277013002401e-05,3.682644135082595e-05,4.8230530322016896e-05,4.618811814346307e-05,4.378992394724758e-05,4.038086957628335e-05,3.1577608389708627e-05,4.297219616887029e-05,3.941860487425117e-05,3.385036050260813e-05,4.160609908398799e-05
2021-12-23,4.823113258919905e-05,4.089171019137683e-05,5.342243713234567e-05,4.4975839333736616e-05,3.8804185119757614e-05,4.7884785421534625e-05,4.29501936991214e-05,4.582077948059528e-05,4.025316399777358e-05,4.674203982878718e-05,5.009354421948557e-05,4.1596840761758756e-05,4.245104306439575e-05,4.9502124366516036e-05,3.8199239497772246e-05
2021-12-24,3.216998416657573e-05,3.2516904041111664e-05,3.657025641704958e-05,2.977884414304305e-05,3.4249543387792035e-05,4.103588424151048e-05,3.266235501287544e-05,3.445830141956743e-05,3.599780159155659e-05,3.738110705942786e-05,3.135885344817992e-05,3.448433253466156e-05,3.304776673214002e-05,3.258681342031197e-05,2.9608797345684502e-05
2021-12-25,6.0538171511226495e-05,3.881045279998174e-05,4.341728203155617e-05,4.381285691372006e-05,4.316375551645383e-05,4.693099280607985e-05,5.202721544285235e-05,4.4424179755355234e-05,4.378320454346075e-05,3.702699835096423e-05,4.747653292724496e-05,4.4997205353035e-05,4.3658939830494497e-05,4.696864850969318e-05,5.999828135827674e-05
2021-12-26,4.227604055930735e-05,4.3113807234283905e-05,4.628449514529533e-05,3.947568673893156e-05,3.6320961751424056e-05,4.3688469579337734e-05,4.5996468784567505e-05,3.9223648629224354e-05,4.266245599705593e-05,3.7506428894370035e-05,3.657095170587676e-05,3.887621744556205e-05,4.3518043570147096e-05,3.273923027795168e-05,4.887917390040233e-05
2021-12-27,4.891948663726456e-05,2.721306912368514e-05,3.442836895746246e-05,4.3875816514124375e-05,4.2479403555925863e-05,4.7221951090824526e-05,4.2586326069059965e-05,4.400345766517268e-05,3.990516194225554e-05,4.7279257966187886e-05,3.308323084608781e-05,4.203535485648328e-05,4.258713744121367e-05,3.497379553186741e-05,5.580582654449301e-05
2021-12-28,4.837106386144925e-05,4.1750190850479035e-05,4.510464242325111e-05,4.949525323377953e-05,4.057229645658767e-05,3.293565168860731e-05,5.212460911526084e-05,5.1475257707515346e-05,3.868397943150116e-05,4.8288368422542226e-05,5.105064644680931e-05,4.096709894325001e-05,4.011741705703844e-05,5.0169043961400716e-05,3.8951872158000477e-05
2021-12-29,4.1055143960535495e-05,4.2523355401361755e-05,5.8696575128735985e-05,5.5558867955716386e-05,4.1125872292151505e-05,4.2432788348384175e-05,4.8713437968797784e-05,4.832200010144306e-05,4.825393848563484e-05,4.49203667021593e-05,5.120833465231726e-05,3.474458553444587e-05,5.651438897392455e-05,4.5500550046667876e-05,4.0752656888327274e-05
2021-12-30,5.4428993232419265e-05,4.536094164824981e-05,4.775586978034317e-05,4.4402459809248944e-05,4.198168071961297e-05,4.748307477611007e-05,4.762537936438581e-05,5.2968389565941434e-05,4.638826231830116e-05,4.0427261876653844e-05,5.0712096708589973e-05,3.675071422367572e-05,5.077811156525816e-05,4.331174311485855e-05,4.208008415955956e-05
2021-12-31,4.3355403973992144e-05,4.8198527895137876e-05,4.669354068495712e-05,4.521323420373597e-05,4.018664884605862e-05,4.523659832258476e-05,4.582171469962679e-05,4.339185433740992e-05,4.452258615096747e-05,4.902875172484757e-05,3.906210986314971e-05,3.8756842912905564e-05,4.504183415659177e-05,3.995637474961263e-05,4.3407511430791854e-05
2022-01-01,4.254589372175887e-05,4.376328670299181e-05,4.200510555861624e-05,5.147810821836043e-05,4.376053647250925e-05,4.0257395317506016e-05,4.880254970720711e-05,4.169030849476042e-05,5.558722504633669e-05,4.143965927078619e-05,4.845797274647762e-05,3.8578160359532974e-05,5.0884038712538874e-05,4.6898716805792244e-05,4.4844449188340616e-05
2022-01-02,4.261040432452098e-05,4.443369976611067e-05,4.227179747742571e-05,4.564496990858528e-05,3.997679536142666e-05,4.093842189878371e-05,4.6616714141150555e-05,3.925401124672366e-05,3.921324503539033e-05,3.9990489369669694e-05,4.690250427881958e-05,3.645681310870531e-05,4.159962371188765e-05,4.8014970131191686e-05,4.8422209573912333e-05
2022-01-03,3.440324310361323e-05,2.841196285750793e-05,3.258898365199258e-05,3.585884134853973e-05,3.226480159468191e-05,3.299293587780261e-05,3.288183061283277e-05,3.4084079552652085e-05,3.369647119863108e-05,3.3520886622986554e-05,3.086791542125508e-05,3.012244047558211e-05,3.46834439610226e-05,3.152213772572351e-05,2.914875752917094e-05
2022-01-04,3.8210638806538064e-05,4.3890349732278255e-05,4.2458533834974414e-05,3.462564386193251e-05,4.812753432684594e-05,4.337078663021562e-05,3.521132407016487e-05,4.39044223095053e-05,3.88013357410912e-05,5.039281374753638e-05,3.870401633321008e-05,3.516232938773245e-05,3.9214192690402365e-05,4.550058803269966e-05,3.689978189605e-05
2022-01-05,4.5628361088628254e-05,3.395811705368701e-05,4.157296918190279e-05,3.512078201847211e-05,4.2180685809222704e-05,4.52281456091491e-05,3.487034292796636e-05,4.3285430616060804e-05,3.141007082235318e-05,3.500217644614519e-05,4.091435142690474e-05,3.9624998341036765e-05,3.648371893551235e-05,3.598303923943534e-05,3.413255519407495e-05
2022-01-06,4.481824232359864e-05,4.510615381006461e-05,4.613856140122903e-05,5.182465191745832e-05,4.781080633391695e-05,5.410589888463409e-05,5.545578550953915e-05,4.213365479616106e-05,4.4423107764466694e-05,5.230900731625157e-05,4.872725548920776e-05,4.3886276130380496e-05,4.544972922011424e-05,4.710216368336966e-05,4.652461304841697e-05
2022-01-07,4.149016504288891e-05,3.8646101100764495e-05,4.023992467261779e-05,4.232930227287747e-05,4.475798143437072e-05,5.441502296991535e-05,4.232564141936439e-05,4.2661232611343e-05,4.0698436210831164e-05,4.210129361613977e-05,3.951736788985576e-05,3.944703852307989e-05,3.6961678423324545e-05,3.799953274544557e-05,3.954916555123627e-05
2022-01-08,3.840821367501544e-05,3.566486664489686e-05,6.043673323626997e-05,4.403088409974262e-05,4.0270615254362206e-05,3.839554889881995e-05,4.438111860523984e-05,4.149888302104003e-05,3.882566260382107e-05,3.940918258182583e-05,5.364987314734002e-05,3.850143890308277e-05,3.8800293266473634e-05,4.1692065351962814e-05,3.832209696186401e-05
2022-01-09,3.723568896743551e-05,3.477352163455861e-05,3.7627042631276395e-05,3.0262032924465162e-05,3.346079993012417e-05,3.898936789746713e-05,3.047077292792666e-05,4.02713500865597e-05,2.5573639882060425e-05,3.434068128271274e-05,4.291265111825925e-05,3.409557521344104e-05,3.021178869890636e-05,3.4436199984812734e-05,3.430333585397794e-05
2022-01-10,4.8194382825790965e-05,4.482373990628949e-05,4.522710770253861e-05,5.083047419821233e-05,4.56119060332241e-05,5.276791877501186e-05,5.086454728580048e-05,4.772195277902724e-05,4.7658282412925595e-05,4.2472124045322905e-05,4.799965849250652e-05,4.497186398615305e-05,4.820259153825409e-05,4.2837347521585365e-05,4.2466814952707114e-05
2022-01-11,4.9682137003799835e-05,4.805323441113223e-05,4.618112752039298e-05,4.649688124195564e-05,4.744841516909379e-05,4.490510510505076e-05,4.31505805636878e-05,5.7498679921777474e-05,4.88676249725719e-05,3.531291319514368e-05,4.1526400193357614e-05,5.096581058805897e-05,4.8660984122741196e-05,4.608272772647263e-05,4.213147882290343e-05
2022-01-12,4.6910916013321134e-05,3.74009008464343e-05,3.368423599269343e-05,5.062255055931582e-05,4.8965257280079426e-05,5.2736778552510226e-05,5.47689080185749e-05,3.9037426160424873e-05,4.4116431086982974e-05,4.936010420374138e-05,4.9020705849478735e-05,3.809928902514178e-05,4.3673538482526086e-05,5.306377362608301e-05,3.561167433912754e-05
2022-01-13,4.3107899902900596e-05,4.3544194327629484e-05,4.3124581792583154e-05,5.296063760108865e-05,4.965392843743033e-05,6.05684519999697e-05,4.746729627712018e-05,4.50411052018409e-05,4.05646976082202e-05,4.849001205205167e-05,4.64294961415139e-05,3.770095704029768e-05,4.874123421122209e-05,4.367340498274745e-05,4.392174780054035e-05
2022-01-14,4.397568139184171e-05,3.446045236959361e-05,4.5921092104021515e-05,4.830620528912334e-05,4.781646593336754e-05,4.5371962376566164e-05,4.074928026940394e-05,4.0551142896880484e-05,4.444697182603368e-05,4.401816878901288e-05,2.9995862612755633e-05,3.969503447672103e-05,4.8747888677238215e-05,3.652979709249829e-05,3.8149053580128415e-05
2022-01-15,4.485770004524476e-05,3.6256663634044216e-05,3.8409955584401664e-05,4.506445513410431e-05,4.51201548768575e-05,4.5622601244146393e-05,5.611585451025174e-05,4.345814531816641e-05,4.058150897186316e-05,4.033847762630586e-05,4.048464270858005e-05,4.0240208738413484e-05,4.3425184494162e-05,4.067997949539531e-05,3.8470125637237636e-05
2022-01-16,4.063443080288113e-05,3.8052874898494825e-05,3.5946665090683724e-05,3.612272413377139e-05,4.049595276394971e-05,4.587324011172661e-05,3.593920245364325e-05,3.796539938126982e-05,3.6716046117692644e-05,3.665878646359883e-05,3.401927147032446e-05,4.078538300010593e-05,3.810248031108578e-05,3.642116654579954e-05,3.879119769434686e-05
2022-01-17,4.118179908878545e-05,4.339713288127615e-05,4.923459964056342e-05,3.129973976091413e-05,5.165397647713423e-05,5.2133055486148164e-05,3.278937679930933e-05,4.068366797199799e-05,3.5537141478276714e-05,4.631412986673117e-05,5.4343137077435236e-05,4.399719133667755e-05,3.4791440152569434e-05,4.9387642679927024e-05,4.364689102285121e-05
2022-01-18,3.822938808414591e-05,3.419937106498246e-05,3.935969466843516e-05,3.356897459458957e-05,3.545087562535487e-05,3.804077095225272e-05,3.712686874454036e-05,3.627094942115793e-05,3.177577272567746e-05,3.9802694244621775e-05,3.164601363750718e-05,3.5350775923729563e-05,3.427532894419458e-05,3.164601376997666e-05,3.437763338974532e-05
2022-01-19,4.279079999796297e-05,4.0292694871673744e-05,4.588008855943495e-05,3.591679530822873e-05,4.0042992251363885e-05,4.27067411337175e-05,3.844298805164225e-05,4.326821856609727e-05,3.8893433093800936e-05,4.671566854165341e-05,4.412944175470861e-05,3.935778679698446e-05,3.676248125353454e-05,3.697154295721527e-05,3.666256455663258e-05
2022-01-20,4.735221191178003e-05,4.638601867836502e-05,5.240048245043474e-05,3.82646160218679e-05,4.46351088773729e-05,4.7372711315182286e-05,3.975910735874413e-05,5.026548771103661e-05,4.60110934619244e-05,5.3628642838685036e-05,5.661286987191004e-05,4.336479767023936e-05,3.9249633562874496e-05,4.229707214445386e-05,3.8947495723519835e-05
2022-01-21,4.471332047066172e-05,4.604968101882437e-05,5.557906326369094e-05,4.685030139220705e-05,5.026436965334844e-05,3.733737054770609e-05,4.718806667370073e-05,4.021099945118636e-05,4.868776005346419e-05,6.054161713571668e-05,6.160104526008681e-05,4.979271967748586e-05,4.844632659966707e-05,6.114896999018536e-05,5.1791161050615924e-05
2022-01-22,4.3153418696208765e-05,4.2251017739763054e-05,5.715462146794939e-05,4.7374181764495854e-05,4.785877605858896e-05,4.611347685568542e-05,4.987916127331767e-05,4.435463741768933e-05,4.77317690830888e-05,5.061008674685235e-05,5.641860812242833e-05,4.7413454407818754e-05,4.244008624090164e-05,5.4919187648041014e-05,3.6129765403488866e-05
2022-01-23,3.539269243724576e-05,3.852942185175519e-05,3.2575578960439404e-05,4.3810387592480364e-05,3.871708647316471e-05,4.194603368558171e-05,4.719099611423877e-05,3.5051652024056654e-05,4.895616166037486e-05,3.439614031726314e-05,4.304419413507878e-05,3.9355566052108024e-05,4.995995424924448e-05,4.2376610986657835e-05,4.042926861494105e-05
2022-01-24,5.290299393985746e-05,4.211039828632232e-05,4.15068958241357e-05,4.9129551555529835e-05,5.5630601602809095e-05,6.337828130899513e-05,5.543911878760565e-05,5.2735762366091225e-05,5.0871724894609204e-05,4.778186121257501e-05,5.076469562346409e-05,4.388748717219902e-05,4.9824686595825146e-05,5.5304091098761534e-05,4.03861715275762e-05
2022-01-25,3.853253286868488e-05,3.675204651553986e-05,4.794615027917241e-05,4.20843057933934e-05,5.1187488448178087e-05,4.236017606180267e-05,4.396860379978365e-05,4.15518615753097e-05,4.24719436143356e-05,4.861224809131841e-05,4.634934604294634e-05,4.1442047206580544e-05,4.1293161576562947e-05,4.751207260878123e-05,4.029440783088928e-05
2022-01-26,4.2922322748219304e-05,4.56932051267397e-05,5.019689563200687e-05,4.227484230723597e-05,4.317970776868997e-05,4.6638226296176144e-05,4.755312544870259e-05,4.127069632626839e-05,3.432855746288188e-05,4.588667333455e-05,5.404456716199883e-05,4.41857521389764e-05,3.280338941148991e-05,5.4400215008132115e-05,5.091448772842014e-05
2022-01-27,3.555851105332641e-05,3.7520323808954896e-05,3.7765576419525076e-05,3.494191781764144e-05,3.725581606929593e-05,3.299198518458965e-05,3.16152851655781e-05,3.690270573000173e-05,4.01492104393409e-05,3.645059974948509e-05,3.281399112872253e-05,3.964184882397075e-05,3.825519755334494e-05,3.579760047211389e-05,3.873735116886992e-05
2022-01-28,4.607694656085749e-05,4.35258825607411e-05,3.854242538301381e-05,5.430890481109082e-05,4.996661411557203e-05,3.845693256747252e-05,5.611825063789141e-05,4.441255976409397e-05,4.9860747781145883e-05,4.685829211856214e-05,4.651106934963564e-05,4.32227897979079e-05,5.359831365471999e-05,5.428725793069107e-05,4.164465783592045e-05
2022-01-29,5.779269503066944e-05,5.416427744561745e-05,5.10536555984485e-05,5.939183789038335e-05,5.635607928928146e-05,5.612928500741966e-05,6.477521292056486e-05,5.818177846439681e-05,6.416747785361719e-05,5.856318237680711e-05,5.5407574396963614e-05,4.948883316821466e-05,6.280652525926135e-05,5.937855020390174e-05,5.9067201454254695e-05
2022-01-30,4.298265411726205e-05,4.083688107925268e-05,4.5819784714263956e-05,5.0426776130257266e-05,5.768769159735279e-05,3.841495343214096e-05,4.700819406617099e-05,4.520439185913664e-05,4.869307022864987e-05,4.858849067393583e-05,5.0629269742279375e-05,4.9800168796765544e-05,4.969196034129624e-05,5.2875055199614896e-05,3.988266861152129e-05
2022-01-31,4.5688537451363863e-05,4.3168688783630484e-05,4.103153820852955e-05,5.2976263152066465e-05,5.2140557111124024e-05,4.521925433767949e-05,4.888472523890619e-05,4.6003410695738776e-05,4.903042199593062e-05,4.75555372839679e-05,5.085242027573234e-05,4.618006600465519e-05,5.028571840841357e-05,5.229264300359664e-05,3.902172438872388e-05
2022-02-01,4.839442078546568e-05,4.550049648800828e-05,5.5538148401516074e-05,5.552575017387566e-05,4.6593422624895264e-05,5.2023555243218035e-05,5.076125641164139e-05,4.685742995842121e-05,4.9367773763211364e-05,4.652258389399997e-05,5.107557080918529e-05,4.255996321254484e-05,5.0879476475530904e-05,5.171023080757838e-05,3.8160780165926464e-05
2022-02-02,4.551817827947333e-05,4.9751201529468445e-05,5.3748890789137285e-05,4.8440671701334775e-05,4.9811600519893084e-05,5.041059014533889e-05,4.154234480171376e-05,4.5649318116167024e-05,4.685372816462472e-05,4.4817470402337154e-05,5.019227464127053e-05,4.760157799881722e-05,5.005322109585888e-05,5.038410611065857e-05,4.360020095329842e-05
2022-02-03,4.033855083124278e-05,5.045914769000614e-05,4.0212264933923263e-05,3.429880080290717e-05,4.82399957207395e-05,4.630890235528587e-05,3.717449815364934e-05,5.1653291853942274e-05,4.0588291153927924e-05,4.824133198072959e-05,4.495524242921127e-05,3.2890821571807315e-05,4.3840133852891316e-05,4.824206587562648e-05,2.342255326865794e-05
2022-02-04,3.774275708110632e-05,3.664869312313423e-05,4.174561522050533e-05,5.583508373635001e-05,2.989052592832457e-05,4.220721456523285e-05,5.803955338307784e-05,4.1360743288652704e-05,7.430965798118402e-05,3.302496513298922e-05,3.9718210217152e-05,3.4046340806208374e-05,5.6171350231890054e-05,3.754949330462689e-05,3.2293795811711516e-05
2022-02-05,4.695432804351288e-05,3.010612037240837e-05,2.326121402048062e-05,4.2644874413926324e-05,3.763643058364803e-05,3.8200244443141354e-05,4.349166116453518e-05,3.4641911773854005e-05,4.619898631945772e-05,3.498781625163361e-05,3.0220760891095263e-05,3.806304443415325e-05,4.632254271326994e-05,3.320648098486243e-05,4.3176340142623426e-05
2022-02-06,4.106042823937799e-05,4.234119872153605e-05,4.2628254764926114e-05,4.235385168354095e-05,4.2046082355660245e-05,4.303531802072413e-05,4.073181156326204e-05,4.132106767586879e-05,4.421253495156589e-05,4.256096043278105e-05,4.2464103898961536e-05,4.274363542997343e-05,4.4090500999327487e-05,4.130506090429008e-05,4.040654082020047e-05
2022-02-07,4.844087191051721e-05,2.956443077059981e-05,4.54626544268612e-05,5.6276162270419494e-05,5.5088583258878564e-05,4.5413853862152737e-05,4.864776118522891e-05,3.8824534652106584e-05,4.748835542405827e-05,5.2297852190465104e-05,4.851229282058698e-05,3.699813050620759e-05,4.875946003695287e-05,5.1932394504846945e-05,4.4112683756766105e-05
2022-02-08,4.815517620808127e-05,4.7006530631380954e-05,3.18728628391826e-05,5.1429152420618395e-05,4.1180598088527e-05,4.4773257486304054e-05,5.1944431024549334e-05,4.8652080276180215e-05,4.360766195740291e-05,4.6107927311480754e-05,3.548405127112709e-05,4.168488765868636e-05,4.711187289377754e-05,3.619828888734375e-05,4.50902858490764e-05
2022-02-09,4.901100343993586e-05,4.876810960836422e-05,4.4390880514637304e-05,6.820971250961992e-05,4.6565692794182664e-05,6.337810195086137e-05,4.398333851290487e-05,5.526854785097378e-05,5.904364370829586e-05,5.141422525504221e-05,5.088355822633686e-05,4.499525546132444e-05,8.118296103855093e-05,5.0858582560764534e-05,4.5697932928030624e-05
2022-02-10,4.247541330640113e-05,4.0272767269584114e-05,4.586452816405325e-05,4.4442122204535105e-05,4.192670657150723e-05,5.5481688140261787e-05,4.211491079680025e-05,4.635415379831453e-05,4.7272740059245064e-05,3.813896125584035e-05,4.210796561584404e-05,3.751819037347331e-05,4.732901288662248e-05,3.7058020977998584e-05,3.7823974298693495e-05
2022-02-11,5.162490587524255e-05,4.888973691593536e-05,6.013932121344204e-05,6.287170677631154e-05,4.8403362899493534e-05,6.137154878763918e-05,5.539471782432084e-05,5.609023280731617e-05,6.367330545968208e-05,5.041055208303215e-05,5.377418347051884e-05,4.54042256818127e-05,6.750618764945353e-05,5.1550170654737e-05,4.6608796768444576e-05
2022-02-12,4.038712778994822e-05,3.833727770868065e-05,3.417089741457209e-05,4.191605598894818e-05,4.0254606191643016e-05,4.4278438662400626e-05,4.751849551702105e-05,4.292041388635952e-05,4.18659960089712e-05,4.060411447802121e-05,4.670153505338879e-05,4.3580637597940956e-05,4.147255823375619e-05,4.412588279281031e-05,4.175525828031906e-05
2022-02-13,3.249251573970633e-05,2.751647181302766e-05,3.8087121984444325e-05,3.835150850636707e-05,3.504921494434576e-05,3.0209749924041843e-05,3.146824659372909e-05,3.625201950991075e-05,3.6102069417506554e-05,3.112042932051472e-05,2.8617669369810662e-05,3.168819256285249e-05,3.716776760145301e-05,3.0266747055096774e-05,3.356323285677324e-05
2022-02-14,4.837211702348082e-05,4.4863176829847925e-05,4.268621436388424e-05,4.531427407729334e-05,5.711007809211564e-05,5.006689178625199e-05,5.0832691548204413e-05,4.671607038188093e-05,3.864376882339871e-05,4.794080057662637e-05,4.357026487227616e-05,3.305524638205172e-05,4.141302595817787e-05,5.2679752775011307e-05,4.011529258664583e-05
2022-02-15,3.701906403732803e-05,4.132938018242758e-05,3.523826037242664e-05,2.9351444808118172e-05,2.287834411014646e-05,4.169523625864422e-05,3.187388440647122e-05,4.2197705137295514e-05,3.644579017154751e-05,4.172620284794414e-05,3.8931182149061714e-05,3.492442768107217e-05,3.3059726680471056e-05,4.173938793850654e-05,3.599565290570404e-05
2022-02-16,4.5087455081330134e-05,4.3097478060056e-05,3.11384983954468e-05,4.0998725458567835e-05,3.5401346433395035e-05,4.8149677743144425e-05,4.421440362654855e-05,3.4148122665830265e-05,3.837480915946006e-05,4.4041694203045675e-05,4.510765719421567e-05,4.0317682512034926e-05,3.986396850226614e-05,4.6115238052304175e-05,4.001653113084685e-05
