date,belem,carateua,co_arapiranga,combu,cotijuba,da-barra,da-cintra,das-oncas,grande,jutuba,mirim,mosqueiro,murucutu,paqueta,sao-pedro
2019-07-30,5.313635304237974e-05,4.212927939170018e-05,4.2804214154289936e-05,4.839252930719525e-05,4.6963228137024114e-05,4.0552003534408335e-05,4.62358204329962e-05,4.832707185287112e-05,4.742512784094991e-05,4.4641681567197464e-05,4.138404160066055e-05,4.2095782175806454e-05,4.710051957182112e-05,5.42496440118206e-05,5.248493050647565e-05
2019-07-31,4.378025394059759e-05,4.7133147328822215e-05,4.253202802804692e-05,3.5994419825366184e-05,4.532457868378283e-05,4.5816838188203384e-05,3.339206518537295e-05,4.1355956690262044e-05,3.9272835047839937e-05,4.617838463808367e-05,4.43944946521143e-05,3.908573188026693e-05,4.0193848975109024e-05,4.5590469380534503e-05,3.304841981158767e-05
2019-08-01,4.263103357705592e-05,4.377684098136447e-05,4.721282413099392e-05,4.3662323165319764e-05,5.0576774694253495e-05,4.1556852890368295e-05,4.197174949546717e-05,4.0476485493844064e-05,4.2317323308265036e-05,5.8215627347280025e-05,5.169489398606056e-05,3.889796642432322e-05,4.911976572329792e-05,5.274647944899706e-05,4.594408205512396e-05
2019-08-02,4.221679956594018e-05,5.250926332086956e-05,4.6457803328750606e-05,4.615311115497078e-05,4.055979167484043e-05,4.167444790464725e-05,4.8122838479927204e-05,3.737447293955502e-05,4.3666082005023e-05,4.325084046808473e-05,4.2460721591823434e-05,4.3024195473715726e-05,4.407729670869411e-05,4.325587724451907e-05,5.057466114521958e-05
2019-08-03,4.255454530305381e-05,4.6502526601704296e-05,4.936574766763433e-05,4.3707184977996015e-05,4.759949237267837e-05,4.6775294651303016e-05,4.0386526681994664e-05,4.654167834898062e-05,4.807347622006959e-05,4.827696419983667e-05,4.192994488785586e-05,3.606773593164464e-05,4.752624226966873e-05,4.2833600408160826e-05,4.587741568684578e-05
2019-08-04,3.663419980241175e-05,3.924029907818506e-05,4.1270263607619616e-05,4.139501183664529e-05,4.853762106359591e-05,2.700726399224826e-05,3.847367820869182e-05,3.634001752660935e-05,3.906009303890421e-05,4.715954931134906e-05,3.828572516795248e-05,4.012544032749811e-05,4.25849539169576e-05,4.320302805879571e-05,4.3632053568805606e-05
2019-08-05,4.123204668763984e-05,3.6809264994191385e-05,3.1288483451207164e-05,2.7898145206543512e-05,4.197704147618025e-05,3.8040451977579246e-05,2.771829310708245e-05,4.326861738148893e-05,3.4287674835074864e-05,4.447262669044926e-05,2.446045308158448e-05,3.949615706308823e-05,3.295697647088901e-05,4.0304801823158934e-05,3.441746262277557e-05
2019-08-06,3.4473213823602663e-05,4.503391795058444e-05,3.544504427228278e-05,3.1872661669949424e-05,4.5592263816419285e-05,4.5702094923452844e-05,3.540330772090551e-05,3.6297353382339384e-05,4.4871497824686853e-05,3.918502774962686e-05,3.285107058058198e-05,3.6676991079327085e-05,4.285209469085648e-05,4.986928100198727e-05,3.9101164151607214e-05
2019-08-07,3.1872446175428644e-05,3.094493264794022e-05,3.143642296959754e-05,4.002620767144386e-05,4.786348973710513e-05,5.5613640271920475e-05,3.0673979315412146e-05,4.457656823239639e-05,2.969249540604237e-05,3.595025424673548e-05,3.472703677348138e-05,3.4082790514038794e-05,4.138921499197011e-05,3.614268393468673e-05,3.963520066463388e-05
2019-08-08,3.336107215768588e-05,3.116746867672509e-05,5.606713942589509e-05,3.20881929928048e-05,4.5756356932642283e-05,3.476763786111402e-05,3.525748011315466e-05,3.858579190319031e-05,3.164503919102779e-05,4.8541370494001094e-05,4.183888792461416e-05,2.943564269288262e-05,3.258825698783654e-05,4.522347613407627e-05,3.087165819362706e-05
2019-08-09,4.250608042633501e-05,5.232821626408165e-05,4.618791116211097e-05,3.871165736938277e-05,5.9478609395962995e-05,4.630673251058994e-05,3.6497203189412635e-05,4.2489489110124383e-05,4.714886745205149e-05,5.341361605501184e-05,5.5192329455167055e-05,4.072692893206437e-05,4.645496010336096e-05,5.4265971635173343e-05,3.998042662858026e-05
2019-08-10,4.231942305995304e-05,4.118283116879783e-05,4.8769955718934704e-05,4.199565677988127e-05,5.653122171081332e-05,4.754836919015753e-05,3.75316905464166e-05,4.9189162065917164e-05,5.3162342351950056e-05,4.91170754414706e-05,4.079530461276641e-05,3.838310848935792e-05,5.214020676057999e-05,4.814592362502725e-05,3.068955793624808e-05
2019-08-11,4.095579950087835e-05,3.5085766151151324e-05,4.287367927577407e-05,3.75473534039468e-05,2.397378359123825e-05,4.125362035459276e-05,4.12512109787077e-05,5.2691991139592946e-05,3.9081008242104625e-05,4.298057433301223e-05,5.422421064301317e-05,4.050115999177195e-05,5.266168013210636e-05,5.1598292552487345e-05,3.132694372147315e-05
2019-08-12,3.74499755244936e-05,3.860339830476558e-05,4.12144294816293e-05,4.647987157211342e-05,4.085383716646663e-05,5.763676017522812e-05,4.548822698590131e-05,4.450119413367538e-05,4.780635410924381e-05,3.582358112907968e-05,5.025336027893965e-05,3.819174493178573e-05,4.966788754569345e-05,4.01566224994487e-05,3.2556424526793274e-05
2019-08-13,3.899079663124121e-05,4.1669000786834685e-05,4.089912942019377e-05,4.240509175523803e-05,4.6495666116974704e-05,4.1294201257301e-05,4.168680645844153e-05,4.166741448435193e-05,4.399261888465844e-05,4.453015029171174e-05,4.1862743034983666e-05,3.537126259886843e-05,4.355506911690103e-05,4.539190909794575e-05,4.058915874338709e-05
2019-08-14,4.137200410313713e-05,4.787858319649151e-05,3.949592380525317e-05,4.655807229780507e-05,5.479332204092261e-05,4.040891182263791e-05,4.424324145927109e-05,4.3260010079891324e-05,4.551620770125874e-05,4.7253774416560565e-05,3.888444553012959e-05,4.2816041441015216e-05,4.643621131826682e-05,5.5087393313511395e-05,3.935544737032614e-05
2019-08-15,3.40893140786262e-05,4.005732036488826e-05,3.844877432194482e-05,4.5711535623838167e-05,4.272200698208852e-05,3.159105013737843e-05,4.143607058335897e-05,3.920454439259774e-05,3.710823412534642e-05,2.5933786704282082e-05,4.463892764761112e-05,3.63925476948388e-05,4.182320450427778e-05,4.793648826521545e-05,4.836704620927715e-05
2019-08-16,3.929795334019462e-05,3.793255009620969e-05,4.1897399725562284e-05,4.122598071507424e-05,4.317382297690567e-05,4.339518484299272e-05,4.783601949974431e-05,4.198448751244865e-05,3.184648718862184e-05,5.2852764918335616e-05,4.990121306036599e-05,4.3964838049675033e-05,2.805507110260891e-05,4.6179017077592236e-05,3.5203611225957524e-05
2019-08-17,4.098518234549341e-05,3.898566476693649e-05,4.8886538928808785e-05,4.5126784629697174e-05,4.4579642457793916e-05,4.820312949764259e-05,4.570972606223651e-05,4.281883551366759e-05,3.8976167284509115e-05,4.7108639558377595e-05,4.676914922902747e-05,3.604605601139317e-05,3.982280446041613e-05,4.883614643131813e-05,3.563798333403333e-05
2019-08-18,3.910734692593823e-05,3.713473827178626e-05,3.681419585566294e-05,3.933359539402825e-05,4.272772398000519e-05,4.481843279791064e-05,3.9252551996350236e-05,4.620065799690899e-05,3.666606527395924e-05,5.028851956012659e-05,3.7681321987705704e-05,3.621288147658941e-05,3.6707595546366724e-05,4.897203032544716e-05,3.5967518759522274e-05
2019-08-19,4.761173871362633e-05,4.8829579613145785e-05,4.395348324967574e-05,4.739866568878908e-05,4.227305132388949e-05,4.729999154648396e-05,4.040918771475345e-05,4.682934312558872e-05,5.164630505751669e-05,4.980137108609118e-05,4.227771125898115e-05,4.160605058252724e-05,5.034140485804528e-05,4.1387455551755e-05,5.134307707066891e-05
2019-08-20,4.5514804851872546e-05,4.8439917438952805e-05,4.6668912658125114e-05,4.4777721139057955e-05,4.076727343487973e-05,5.8329698573472604e-05,4.2865949585329826e-05,4.430481025694319e-05,4.374904604292992e-05,3.976194338106094e-05,4.259734995723139e-05,4.1168797744557854e-05,4.551313031697646e-05,4.187664552002098e-05,4.285723739265376e-05
2019-08-21,4.48609916853863e-05,3.749500456145014e-05,4.7120714910694754e-05,4.0165253315715374e-05,4.097415162498105e-05,4.909590487876068e-05,3.6284520709481e-05,3.946310436154713e-05,2.925905287996094e-05,4.032157037806078e-05,4.359095413134505e-05,4.0139691099119294e-05,3.349096575591119e-05,4.0192092519428456e-05,3.807733856266586e-05
2019-08-22,4.1968963059059355e-05,4.3803960255661804e-05,4.7884908641727185e-05,4.186668386061279e-05,3.740333023403784e-05,5.200384947397105e-05,5.446881746528536e-05,5.008157800873376e-05,3.7720357426971895e-05,4.1122907658609335e-05,5.0300237514836225e-05,3.849325089192968e-05,3.8821336361050605e-05,4.322809441251357e-05,3.259065661389123e-05
2019-08-23,3.792614773190621e-05,3.933670762993859e-05,4.218096291500363e-05,4.8639673426416356e-05,4.015855891217995e-05,2.9852085817279923e-05,5.209944008989362e-05,4.809709448784817e-05,3.354755329017478e-05,5.0714476542272713e-05,3.592615806246548e-05,4.231431767909852e-05,4.840535582368999e-05,3.681796905750176e-05,3.5211329195692135e-05
2019-08-24,4.034868228365105e-05,3.546182807027432e-05,4.977490841853205e-05,3.6310988828520045e-05,5.1351252889268944e-05,5.1261296903248876e-05,3.628893095255789e-05,4.2972649073896784e-05,4.2876825318671756e-05,4.0267204601583254e-05,4.615091822003764e-05,4.117381630125596e-05,4.264011167118993e-05,3.91813986726949e-05,3.662100509976014e-05
2019-08-25,4.305438380082259e-05,4.2550567028519486e-05,4.5296234856730155e-05,4.695723644066656e-05,4.4452460088554556e-05,3.652877582838836e-05,4.790899914959005e-05,4.206044217019761e-05,4.370457317892253e-05,5.245643290516361e-05,4.787995265258568e-05,3.986141338143534e-05,4.069996549786174e-05,5.7680994920253297e-05,3.503818619408844e-05
2019-08-26,4.330260261644714e-05,3.650302220842129e-05,4.209937119787975e-05,4.099466409573046e-05,4.4282354502109045e-05,3.90229933600043e-05,4.147206246309701e-05,3.945648469958387e-05,3.900331231572803e-05,4.2470549410002205e-05,4.421341347065972e-05,3.719738054640176e-05,4.6524831158738044e-05,4.6456619131888116e-05,2.019575288473135e-05
2019-08-27,4.337098187421621e-05,4.250988325010094e-05,3.593724868111935e-05,4.352053172059989e-05,3.686007849188366e-05,3.5112638801556755e-05,4.132238894720803e-05,3.6211497948783e-05,4.35020719741265e-05,4.503036269280031e-05,5.5096261928938787e-05,3.421794434767093e-05,3.5919390320045924e-05,4.4645760778923864e-05,4.6024949081820504e-05
2019-08-28,4.118839595174639e-05,4.344078188442574e-05,4.6467742530810046e-05,4.802740297185299e-05,5.140684900846774e-05,5.080514526040939e-05,4.3526799150203765e-05,4.465758205452746e-05,3.8085494011402314e-05,4.6288072020901864e-05,5.061578269792191e-05,3.463149231045795e-05,3.949151782522068e-05,5.076711209730357e-05,4.19874648319974e-05
2019-08-29,4.113404525915655e-05,4.3099150795504835e-05,5.616449756098181e-05,4.125191501589865e-05,5.130533648083382e-05,5.188049648312818e-05,4.175614252595712e-05,4.459219356144146e-05,4.25160323083934e-05,4.616088033959091e-05,6.267196295084432e-05,4.155653988785491e-05,3.872789650347705e-05,5.8250059578287975e-05,3.243803969843928e-05
2019-08-30,4.467230971605221e-05,4.520055901557234e-05,4.726151842121227e-05,5.183322159696493e-05,4.636558185363834e-05,4.7458694953971e-05,4.848704500901163e-05,4.459437874179182e-05,5.347240765044196e-05,4.24871518648224e-05,4.639647899107521e-05,4.2102548612897405e-05,5.4380629681305725e-05,4.66658538777236e-05,3.660207948996685e-05
2019-08-31,4.083736594823151e-05,4.1116154616927996e-05,5.40990081862091e-05,4.2698252509027844e-05,3.87360976007825e-05,4.127998597371635e-05,3.684650989639143e-05,4.376608003985235e-05,4.5814652669209e-05,4.6142774830495175e-05,4.903556034997268e-05,4.355475301579203e-05,4.515521132203673e-05,4.238287195184348e-05,3.860014043475032e-05
2019-09-01,4.645845675843074e-05,4.950071577557022e-05,5.306990919686068e-05,4.008493768431456e-05,4.34645932680115e-05,5.618695275221898e-05,4.689401552044047e-05,4.5401189884493425e-05,4.0954906928164934e-05,4.3079942789622615e-05,4.5285222485192126e-05,3.802747090007011e-05,3.921062623083691e-05,4.4160060601846645e-05,4.2705601571802536e-05
2019-09-02,4.3312025097263373e-05,3.9677839364673916e-05,4.332838049753356e-05,4.080912142930819e-05,3.681857921279081e-05,4.580488186995014e-05,4.322872040118997e-05,4.054661421232642e-05,4.2560484938588444e-05,3.562307529626614e-05,4.015412377586354e-05,3.3948831434998514e-05,3.0442629905271912e-05,3.928348327303301e-05,3.8200499961113735e-05
2019-09-03,3.7691665772769376e-05,4.341356280303471e-05,4.514156167384979e-05,4.510046163617706e-05,3.905084393251108e-05,4.122692553210072e-05,4.525396904498249e-05,4.2499022786786754e-05,3.2339064826327815e-05,3.863933307002298e-05,5.030803495655546e-05,3.600306726409049e-05,3.284911194038221e-05,3.9848498614676845e-05,3.3372371018365104e-05
2019-09-04,4.3452863709483285e-05,3.5522045376102394e-05,4.959082861704728e-05,5.155273771583498e-05,4.5695955680587444e-05,4.607017564049739e-05,4.053489949500858e-05,3.817614694595135e-05,5.097279880309779e-05,4.293060881267734e-05,4.399807224688765e-05,4.221275038729887e-05,5.418522414402105e-05,4.734450470827568e-05,3.0217786178076276e-05
2019-09-05,3.769537787867953e-05,3.652904331743263e-05,4.454333049683233e-05,3.5326959414564965e-05,3.5678410927031104e-05,4.232366188802322e-05,4.069976827073501e-05,4.003994580710254e-05,3.5911134721830163e-05,4.260149580659345e-05,3.776299457831373e-05,4.121434922639667e-05,3.3660292843568554e-05,3.6133564179598785e-05,3.11702916971687e-05
2019-09-06,4.32317692959927e-05,4.257712323462094e-05,5.5280599123341026e-05,4.8077579196917574e-05,4.0707793837665255e-05,4.038503539049998e-05,5.230656649935151e-05,4.431692041047758e-05,3.9303314832217716e-05,3.344329165670797e-05,2.6742069167084982e-05,4.167273195697735e-05,3.675354102480631e-05,3.038692146433976e-05,4.766299192415285e-05
2019-09-07,3.8164856660675505e-05,3.313902552086492e-05,4.177996457509599e-05,3.9928641168076864e-05,6.26295515286277e-05,4.0798071412633434e-05,3.976752242578323e-05,3.787355198916869e-05,3.8530540253839405e-05,5.8895909854574635e-05,3.447591310926302e-05,3.6525101046369616e-05,4.3955795794920014e-05,5.824550727403352e-05,3.6615323545411526e-05
2019-09-08,4.058520204930911e-05,4.814444313138774e-05,4.138104963544256e-05,4.545877738062697e-05,6.62294160544575e-05,2.3974502725489443e-05,2.012406775862478e-05,3.41795949696875e-05,4.960764516711564e-05,5.5167307182281635e-05,4.830553932788974e-05,4.574575546231221e-05,4.845316811727823e-05,6.0098665156665925e-05,3.871658668957324e-05
2019-09-09,3.572956825858556e-05,3.40471947024929e-05,5.008920683800167e-05,4.055895596465642e-05,3.940348763845606e-05,4.566316420095973e-05,4.0562786383402876e-05,3.955305838285949e-05,3.955298915066549e-05,4.285449540475383e-05,3.876810529218492e-05,3.8132767772713265e-05,3.98608799882875e-05,4.285228090396218e-05,3.412182855982783e-05
2019-09-10,4.185755882611304e-05,2.960619237201815e-05,4.393347154331805e-05,4.652634589903093e-05,4.1219921321301544e-05,5.2348328192345155e-05,4.008222256577902e-05,4.332725374774223e-05,4.6467018723130625e-05,3.9587775339721495e-05,4.863617505179718e-05,3.980430887277421e-05,4.653817087756939e-05,4.3360393184535384e-05,3.670582736958749e-05
2019-09-11,4.499345781849502e-05,4.1442248697572024e-05,5.606197982402674e-05,4.404774378979946e-05,4.8021072841110645e-05,4.695707938434749e-05,4.520749116023358e-05,3.5113181017542604e-05,4.468379344110501e-05,4.116987187770246e-05,5.0167516307639514e-05,4.030435552899923e-05,4.324235992953283e-05,4.240449084946042e-05,4.191149158270939e-05
2019-09-12,4.2724907643889483e-05,3.530182279317154e-05,3.877473525486588e-05,3.913223365685406e-05,5.045707011362904e-05,4.616644663324016e-05,4.099591186108173e-05,4.136789179189595e-05,4.317681718374385e-05,3.777323897449161e-05,4.58262948838635e-05,3.8712972570182746e-05,4.2860500406334065e-05,3.9663636837995075e-05,3.235006079194136e-05
2019-09-13,4.1304326294305414e-05,3.790794485035247e-05,4.09693813372634e-05,5.5598535664677307e-05,6.114995278423468e-05,3.936805660487152e-05,4.999695227003252e-05,4.3602266371850514e-05,3.9518633935293484e-05,4.206017911201343e-05,3.260822554804285e-05,3.761006742415144e-05,4.222035142499535e-05,5.905543112851139e-05,3.6192679019204276e-05
2019-09-14,3.641437690402121e-05,2.711447685445156e-05,5.479372070358896e-05,3.206855939401576e-05,5.1821071796151446e-05,4.871365254757585e-05,3.324568956244451e-05,4.335990568282173e-05,3.291759226124555e-05,4.082421128093159e-05,4.075142648449208e-05,3.70096658985981e-05,2.9985210422122e-05,4.080539828691646e-05,3.1423827749677e-05
2019-09-15,3.558351898240743e-05,4.225442016706554e-05,4.465367132946901e-05,3.4359792044495895e-05,4.510827545674092e-05,3.852361699599597e-05,3.719362759264162e-05,3.8781369327792524e-05,3.133122782147547e-05,4.034658205791491e-05,4.897996744266399e-05,3.733855137689752e-05,3.067911886279878e-05,4.690245539199672e-05,5.016468627664863e-05
2019-09-16,3.927894435391623e-05,4.399947425448781e-05,5.7110980206118333e-05,3.763714339604835e-05,3.662824133718395e-05,4.1231512441668226e-05,3.263018314011781e-05,4.170434823013546e-05,3.7532364539181955e-05,3.700651862577147e-05,5.794393982133389e-05,3.673900739472209e-05,3.685584227779012e-05,4.160543886250257e-05,4.253545557730831e-05
2019-09-17,3.6970854009246065e-05,3.133590075320788e-05,3.53704046679953e-05,4.3303106162703264e-05,3.780262707218003e-05,5.730510544911166e-05,3.2680209134514996e-05,4.086224494165242e-05,3.302708690425319e-05,2.453388497163659e-05,3.433581761778156e-05,3.122229795676193e-05,3.626911793762891e-05,3.557648087304238e-05,3.092775321676047e-05
2019-09-18,3.750151017410516e-05,3.229531396366072e-05,3.667283518684121e-05,3.5131937067891e-05,4.516229850784091e-05,3.868084595807553e-05,3.621458553420613e-05,3.877987817397313e-05,3.3298139225875354e-05,5.888398472551302e-05,3.860771837322573e-05,3.219081095668079e-05,3.285972797085445e-05,5.203705673990789e-05,3.164788132298718e-05
2019-09-19,4.364066541374958e-05,2.9613777801949193e-05,4.331230595907026e-05,3.14599597323291e-05,3.70421555644521e-05,4.623911834137528e-05,3.2383855482082294e-05,4.651340537915136e-05,3.161221532997577e-05,3.775531877181493e-05,3.775531877181493e-05,2.9945632334613543e-05,2.9236700221008352e-05,3.775531877181493e-05,3.426074817718463e-05
2019-09-20,3.712710229564885e-05,3.389129421704825e-05,4.0114917931998156e-05,3.714872610967715e-05,2.8922012621063295e-05,4.351315069961891e-05,3.5116291992387565e-05,3.6634432452368134e-05,3.61772012073746e-05,3.325583897458852e-05,3.849561806384202e-05,3.7787200704612803e-05,3.400426242383593e-05,3.4529222055002215e-05,2.997324484762934e-05
2019-09-21,3.903307245988294e-05,4.1356252522219405e-05,4.956660495419647e-05,4.4093818514253134e-05,4.10946817629055e-05,4.002857581666305e-05,4.5113986302612546e-05,4.147986625949278e-05,4.617905864341338e-05,4.953943550276155e-05,4.34853556328423e-05,3.633745137309927e-05,4.393127534751964e-05,4.303049825821352e-05,3.466676476245096e-05
2019-09-22,3.7689065786748e-05,3.919879700367916e-05,3.77145369230509e-05,5.030801909418679e-05,4.185812792181982e-05,4.050503210823242e-05,3.5527362495334856e-05,3.849185052253057e-05,4.706827979796008e-05,3.818562397331456e-05,4.058389087022841e-05,3.2528409154770304e-05,4.462607419686171e-05,4.025612015954112e-05,4.159488393715523e-05
2019-09-23,3.7593783619096875e-05,4.205406510657022e-05,4.3479647846614464e-05,3.615380000557098e-05,3.470555497822923e-05,3.561466886679829e-05,3.613971188214142e-05,4.5729678685056656e-05,3.9366941313318087e-05,4.526358777584613e-05,4.6553994989510454e-05,3.59937209367598e-05,4.0696463220507645e-05,4.4036771495733614e-05,2.843718753121442e-05
2019-09-24,4.1074865876748204e-05,3.327545903798796e-05,5.0875025840383784e-05,4.331045023268502e-05,3.114799641406573e-05,4.89337076373706e-05,4.835391385821213e-05,4.518253351726627e-05,3.911575698359231e-05,4.135594207338908e-05,4.873986240952674e-05,3.58780382032932e-05,4.207887153312211e-05,4.306155266229816e-05,3.419332618745316e-05
2019-09-25,3.3883198499781595e-05,4.71694592783957e-05,3.954617551608314e-05,2.8677333263240253e-05,4.8402163727965134e-05,4.431101842783391e-05,2.8668890239101682e-05,4.845079053996701e-05,2.960408865730162e-05,5.909382161917165e-05,3.6071881296522766e-05,3.67166302273731e-05,2.8940843556601284e-05,5.726876162946134e-05,3.74778770649617e-05
2019-09-26,4.234316868161034e-05,3.372907550921821e-05,3.882012686250303e-05,3.486965238859901e-05,3.22038848553616e-05,3.9103986091817374e-05,3.2426357365503066e-05,4.376052034268248e-05,4.266308093316417e-05,3.179467445737584e-05,3.77689215281727e-05,4.210997087367949e-05,4.281404021301451e-05,3.155152364513294e-05,4.0601898490374454e-05
2019-09-27,4.376043874086701e-05,3.853444319262356e-05,4.403214546661677e-05,3.138750927709101e-05,3.454302992682792e-05,4.293527713754119e-05,3.8086387955535516e-05,4.756957163945836e-05,2.829513620434221e-05,3.5133566170970225e-05,4.179429481885692e-05,4.045936906885289e-05,3.032170433002538e-05,3.759117883624479e-05,2.48032265517395e-05
2019-09-28,3.9915160419632195e-05,3.275634599247263e-05,4.147940897800588e-05,3.330399448530519e-05,3.3958851570477324e-05,5.0555152176351794e-05,4.463043719572093e-05,3.852101357870775e-05,2.700213594264964e-05,3.0943932809095535e-05,2.5860154372137028e-05,3.185140450932536e-05,2.8739526067521132e-05,4.0150562991097826e-05,3.527683123924168e-05
2019-09-29,3.895557790292318e-05,3.436939666742428e-05,4.513198778598961e-05,4.157119791103903e-05,4.077809341575417e-05,4.402626388138922e-05,4.6319779016923595e-05,4.299228987917382e-05,3.6531608817839994e-05,4.627135927337968e-05,5.2591245846137236e-05,3.958261851762489e-05,3.495576535161946e-05,4.939607184831275e-05,4.122018071939237e-05
2019-09-30,4.005721229770556e-05,3.880107734647146e-05,4.186279429374361e-05,3.494388504000537e-05,5.3270394866824205e-05,4.183012353866517e-05,3.967656891507781e-05,3.687895026869534e-05,3.183909365222094e-05,5.294269337230635e-05,4.143832394164798e-05,3.51607886426977e-05,3.076967914239503e-05,5.890314043901767e-05,3.066323927591195e-05
2019-10-01,4.572986497971252e-05,4.360294871112369e-05,5.061448316747116e-05,3.850844083712748e-05,4.215461230747003e-05,4.627289785627683e-05,4.059843354106736e-05,4.5392393184871314e-05,3.868589208533259e-05,4.3743022989501454e-05,5.0370484340163645e-05,4.320369410051962e-05,3.8905994175538776e-05,4.502384638355103e-05,3.93913491407496e-05
2019-10-02,4.579755878738195e-05,4.837358441728071e-05,4.931101208177052e-05,4.460161532895466e-05,4.904106184652697e-05,4.683438735461727e-05,3.920023069713944e-05,4.0039364776083404e-05,3.595815982292267e-05,5.127950042862896e-05,4.5712302625592465e-05,3.732160062883025e-05,3.450557753417667e-05,4.738803973121606e-05,4.371779832863884e-05
2019-10-03,4.273087911663888e-05,4.011908609232573e-05,4.9608416387426664e-05,4.388195231312696e-05,3.914797664773964e-05,4.5524175002578834e-05,4.71428792360378e-05,4.796176413376216e-05,3.887293663116465e-05,4.023818199716583e-05,5.407341325646879e-05,3.586969180855732e-05,4.505267888334679e-05,4.845936821171051e-05,4.096962754800529e-05
2019-10-04,4.538321966592663e-05,4.133756574478445e-05,4.477925656763997e-05,4.164204123705879e-05,4.117250572811143e-05,5.01751582128989e-05,3.568804581160449e-05,4.70602214516768e-05,3.342119185344563e-05,4.468730422484456e-05,4.116402350075113e-05,3.499391540402544e-05,3.44161864544706e-05,4.2189300321387895e-05,3.905071706327349e-05
2019-10-05,3.706309270205805e-05,4.1102744122888694e-05,4.611259528909612e-05,3.408043311456473e-05,3.6890690106244476e-05,4.232494099131273e-05,3.888980479295273e-05,3.87942341226797e-05,3.438386131307149e-05,4.147487985289873e-05,5.202372994972393e-05,3.6948745188411146e-05,2.969539929374051e-05,4.273316777927621e-05,3.883112055041827e-05
2019-10-06,4.2861826524847914e-05,3.603936877774532e-05,4.699958282703508e-05,4.1738067835174e-05,4.077813436449828e-05,4.5472268539015204e-05,4.1804756962848815e-05,4.0731333240866495e-05,4.236903025660158e-05,4.685071067850239e-05,5.049768644476579e-05,4.18993977031769e-05,4.1148705615803003e-05,4.733317676531742e-05,4.240110234158802e-05
2019-10-07,4.034313488262486e-05,3.584250683955062e-05,4.296271256900176e-05,4.789936832075998e-05,3.818366192593445e-05,4.8018529728130366e-05,4.859898230102749e-05,4.159864914442661e-05,4.101254057332156e-05,4.445815189443007e-05,4.700994211269475e-05,3.777260657007382e-05,3.909581139573133e-05,4.479051149850898e-05,4.5971084132757765e-05
2019-10-08,2.665265351820449e-05,4.2977168120101505e-05,5.4778313521394254e-05,3.202274421190305e-05,4.4071839943844314e-05,3.021620614163112e-05,3.394539015712924e-05,3.718419689446616e-05,3.5048605192226743e-05,4.9984671055251e-05,5.03183640782726e-05,4.202135479239574e-05,3.695181004772071e-05,5.096239246351819e-05,4.51264815461611e-05
2019-10-09,4.1739192005808105e-05,4.478950424574934e-05,4.700341543439463e-05,4.377639909440411e-05,5.0592943401577676e-05,4.868871352284397e-05,4.827605690773074e-05,4.997532180296685e-05,4.8517168180084323e-05,4.896266544012614e-05,4.8018022299750506e-05,4.3288082184786655e-05,4.582049756702954e-05,4.8337794583731285e-05,4.561718885682132e-05
2019-10-10,4.550030776371533e-05,4.1811327473238396e-05,5.132134027963559e-05,3.830787987944055e-05,4.717735100654489e-05,5.684163593637655e-05,4.063999022327967e-05,5.657988000159964e-05,4.5144290018414124e-05,4.848812341813363e-05,6.017373380018398e-05,4.08124012914107e-05,4.278157550515281e-05,5.311124454632783e-05,4.201125614685164e-05
2019-10-11,4.755951311659861e-05,4.646876508256679e-05,4.721877329927469e-05,4.5415831029784746e-05,4.314221295895231e-05,4.738263266106978e-05,5.324290758905587e-05,4.720883496153131e-05,4.2758360409622387e-05,4.6460593075702724e-05,4.9271803819095564e-05,4.112516380588064e-05,4.4100402149736005e-05,4.90214268893466e-05,4.999328244579892e-05
2019-10-12,4.404576203358769e-05,4.3687699494228514e-05,4.244207585813798e-05,4.468494534187172e-05,3.741673974589594e-05,4.33602111756154e-05,5.5417433101655866e-05,4.380387638975618e-05,3.9824849526081395e-05,3.830286574995946e-05,4.84316937837199e-05,4.4782405548221266e-05,3.271277818313072e-05,5.2961641302998224e-05,4.059256543411984e-05
2019-10-13,4.0149749971830343e-05,4.404718637451884e-05,4.188738868269033e-05,5.0403585826747205e-05,4.227546737106518e-05,4.380970292704519e-05,5.3231542551657185e-05,4.0819593952987376e-05,4.813601206018669e-05,3.595976206690419e-05,4.755200124579311e-05,4.028158848116756e-05,4.5297364409066884e-05,3.367464919211179e-05,5.3300194745188435e-05
2019-10-14,4.262826299463855e-05,5.1539512573921e-05,4.1763807895454494e-05,3.899837828021285e-05,3.5197679871720935e-05,3.0943424057754635e-05,5.232203289332906e-05,4.577323999674876e-05,3.82861901211133e-05,3.955078141137315e-05,5.161685301516375e-05,3.559223880893821e-05,3.461228221243306e-05,4.909266181063644e-05,4.41871743532829e-05
2019-10-15,4.75197253639431e-05,4.080681199546788e-05,4.570038792558759e-05,4.7525610170865416e-05,4.829519060658824e-05,4.6338979867393336e-05,4.594459792429256e-05,4.9613454849891923e-05,4.6133605753959776e-05,4.801287203757269e-05,5.075693900969523e-05,4.157890839217772e-05,4.646520201971607e-05,4.9768687433913154e-05,3.949118035961874e-05
2019-10-16,3.856101309111858e-05,4.149238576405427e-05,4.625809473082513e-05,4.302113443803682e-05,4.3019381049602905e-05,3.7910760357609e-05,4.497925955353418e-05,4.0423367407733146e-05,4.020221676812145e-05,3.530821703865824e-05,3.444201535426937e-05,3.772394912701776e-05,4.184113744266765e-05,3.5088062040625194e-05,4.2866966852418845e-05
